index,transaction_id,failure_type,payment_method,attempt_number,amount,amount_bucket,customer_lifetime_value,days_overdue,contact_count,selected_action,predicted_erv,gt_recovery_probability,recovered,recovered_amount,action_cost,net_value,guardrails_triggered
386,tx_07483,bank_timeout,card,1,227.23,100-500,7686.63,2,0,retry_later,205.1154,0.865412,True,227.23,1.0,226.23,0
387,tx_02745,soft_decline,upi,1,519.6,500-1000,5387.25,1,1,retry_later,397.7727,0.701218,True,519.6,1.0,518.6,0
388,tx_03719,bank_timeout,upi,3,516.4,500-1000,2784.03,12,4,retry_later,328.1996,0.602434,False,0.0,1.0,-1.0,0
389,tx_06819,hard_decline,card,1,514.98,500-1000,579.42,0,0,payment_method_update,433.7583,0.80298,True,514.98,2.0,512.98,1
390,tx_09337,insufficient_funds,mandate_nach,1,535.64,500-1000,17478.89,2,0,retry_later,451.7288,0.816644,True,535.64,1.0,534.64,0
391,tx_04468,customer_abandoned,upi,1,546.98,500-1000,4869.89,1,1,recovery_link,419.4295,0.759274,True,546.98,1.5,545.48,0
392,tx_00667,insufficient_funds,upi,2,5003.57,5000+,140901.87,3,1,retry_later,3491.0219,0.694844,True,5003.57,1.0,5002.57,0
393,tx_07575,insufficient_funds,card,2,1547.2,1000-5000,6709.15,3,2,retry_later,1036.5507,0.677701,False,0.0,1.0,-1.0,0
394,tx_08549,repeated_failure,card,3,5010.09,5000+,25875.72,9,3,escalate_human,2435.4699,0.577539,True,5010.09,30.0,4980.09,0
395,tx_05063,insufficient_funds,upi,1,246.73,100-500,7744.39,0,1,retry_later,186.2989,0.76791,True,246.73,1.0,245.73,0
396,tx_01353,customer_abandoned,upi,2,1035.29,1000-5000,30830.82,4,1,recovery_link,734.1494,0.724126,False,0.0,1.5,-1.5,0
397,tx_07114,bank_timeout,upi,1,1039.82,1000-5000,19073.16,1,1,retry_later,903.77,0.860138,False,0.0,1.0,-1.0,0
398,tx_09773,expired_card,card,1,1012.76,1000-5000,32481.31,0,0,payment_method_update,913.7767,0.895664,False,0.0,2.0,-2.0,1
399,tx_08662,insufficient_funds,card,1,999.6,500-1000,12008.44,0,1,retry_later,809.1093,0.800414,True,999.6,1.0,998.6,0
400,tx_02703,expired_card,card,1,1033.58,1000-5000,11906.62,0,1,payment_method_update,851.3924,0.868918,True,1033.58,2.0,1031.58,1
401,tx_03330,hard_decline,upi,5,224.48,100-500,8120.34,26,8,payment_method_update,47.0796,0.175904,True,224.48,2.0,222.48,1
402,tx_08053,bank_timeout,upi,2,1047.6,1000-5000,32081.51,5,1,retry_later,821.2473,0.78356,False,0.0,1.0,-1.0,0
403,tx_03584,soft_decline,card,1,218.5,100-500,2872.16,1,0,retry_later,172.1771,0.716803,True,218.5,1.0,217.5,0
404,tx_09441,hard_decline,upi,5,530.39,500-1000,10877.26,31,8,payment_method_update,90.3002,0.141637,False,0.0,2.0,-2.0,1
405,tx_05645,customer_abandoned,upi,1,1023.98,1000-5000,17472.12,2,0,recovery_link,797.9751,0.786829,True,1023.98,1.5,1022.48,0
406,tx_03376,insufficient_funds,upi,1,1523.66,1000-5000,46769.36,0,1,retry_later,1252.0244,0.811443,True,1523.66,1.0,1522.66,0
407,tx_01256,insufficient_funds,upi,1,230.07,100-500,6491.46,2,0,retry_later,171.0904,0.731156,False,0.0,1.0,-1.0,0
408,tx_06190,insufficient_funds,upi,2,509.2,500-1000,13877.66,3,1,retry_later,346.8018,0.687055,True,509.2,1.0,508.2,0
409,tx_05348,insufficient_funds,card,1,505.54,500-1000,12887.12,2,1,retry_later,390.0002,0.767673,True,505.54,1.0,504.54,0
410,tx_04175,unknown,card,3,223.04,100-500,2074.42,10,3,payment_method_update,91.3485,0.233955,False,0.0,2.0,-2.0,0
411,tx_04910,insufficient_funds,upi,1,1013.98,1000-5000,32049.68,1,1,retry_later,779.9653,0.759944,True,1013.98,1.0,1012.98,0
412,tx_01852,insufficient_funds,upi,1,229.85,100-500,6173.88,1,0,retry_later,168.1576,0.718273,True,229.85,1.0,228.85,0
413,tx_06316,expired_card,card,3,1541.95,1000-5000,20072.99,14,4,payment_method_update,957.4862,0.67023,True,1541.95,2.0,1539.95,1
414,tx_09854,repeated_failure,upi,1,239.05,100-500,8387.35,2,1,payment_method_update,173.2176,0.7408,True,239.05,2.0,237.05,0
415,tx_02105,insufficient_funds,card,1,1528.01,1000-5000,3109.57,1,0,retry_later,1113.234,0.675953,True,1528.01,1.0,1527.01,0
416,tx_00133,invalid_payment_method,netbanking,3,536.41,500-1000,17994.1,12,4,recovery_link,268.4286,0.610808,False,0.0,1.5,-1.5,1
417,tx_05029,hard_decline,card,1,203.78,100-500,6465.79,2,0,payment_method_update,169.6561,0.787054,False,0.0,2.0,-2.0,1
418,tx_00928,insufficient_funds,mandate_nach,3,522.51,500-1000,6737.6,7,3,retry_later,293.3634,0.584811,True,522.51,1.0,521.51,0
419,tx_00823,insufficient_funds,upi,1,1035.54,1000-5000,16252.48,0,1,retry_later,770.2885,0.77564,False,0.0,1.0,-1.0,0
420,tx_07576,customer_abandoned,netbanking,2,539.83,500-1000,16154.02,5,1,recovery_link,318.3711,0.692161,False,0.0,1.5,-1.5,0
421,tx_01531,customer_abandoned,upi,2,504.21,500-1000,3030.92,5,1,recovery_link,334.253,0.675357,False,0.0,1.5,-1.5,0
422,tx_01214,soft_decline,upi,2,1029.97,1000-5000,29785.62,6,3,retry_later,693.677,0.606472,True,1029.97,1.0,1028.97,0
423,tx_00504,hard_decline,netbanking,1,1516.48,1000-5000,36902.52,2,1,escalate_human,1109.7025,0.749377,False,0.0,30.0,-30.0,1
424,tx_06530,insufficient_funds,card,1,1526.06,1000-5000,46846.0,2,1,retry_later,1170.6281,0.738954,True,1526.06,1.0,1525.06,0
425,tx_03072,insufficient_funds,card,1,530.29,500-1000,6734.92,2,0,retry_later,402.3132,0.710656,True,530.29,1.0,529.29,0
426,tx_09086,insufficient_funds,card,4,1041.45,1000-5000,26582.08,17,5,retry_later,335.3364,0.320689,False,0.0,1.0,-1.0,0
427,tx_08647,insufficient_funds,mandate_nach,3,519.3,500-1000,5377.5,14,4,retry_later,256.3233,0.461711,False,0.0,1.0,-1.0,0
428,tx_06619,insufficient_funds,netbanking,1,1047.33,1000-5000,5944.65,0,0,retry_later,808.6357,0.787184,True,1047.33,1.0,1046.33,0
429,tx_09273,customer_abandoned,upi,1,2503.12,1000-5000,23386.38,1,0,recovery_link,1875.2226,0.788514,True,2503.12,1.5,2501.62,0
430,tx_03709,insufficient_funds,upi,5,1020.85,1000-5000,4793.66,27,8,retry_later,184.64,0.151574,False,0.0,1.0,-1.0,0
431,tx_04849,insufficient_funds,upi,1,227.63,100-500,6158.9,2,1,retry_later,170.7818,0.728757,False,0.0,1.0,-1.0,0
432,tx_04748,repeated_failure,wallet,1,538.0,500-1000,9381.57,1,0,payment_method_update,394.1815,0.713948,False,0.0,2.0,-2.0,0
433,tx_04268,expired_card,card,2,504.24,500-1000,5895.07,5,2,payment_method_update,408.4999,0.827758,True,504.24,2.0,502.24,1
434,tx_09878,bank_timeout,upi,3,545.87,500-1000,1208.17,12,4,retry_later,331.4971,0.596532,True,545.87,1.0,544.87,0
435,tx_08905,unknown,netbanking,1,1513.13,1000-5000,7654.8,1,0,recovery_link,923.1566,0.493257,False,0.0,1.5,-1.5,0
436,tx_04186,insufficient_funds,upi,2,2520.98,1000-5000,37939.97,5,1,retry_later,1520.1543,0.646392,True,2520.98,1.0,2519.98,0
437,tx_05301,insufficient_funds,upi,1,1029.19,1000-5000,17583.77,2,0,retry_later,830.9351,0.79854,True,1029.19,1.0,1028.19,0
438,tx_02923,soft_decline,upi,1,1034.84,1000-5000,17456.48,2,0,retry_later,818.4773,0.735692,False,0.0,1.0,-1.0,0
439,tx_06588,bank_timeout,netbanking,1,227.01,100-500,3386.02,1,1,retry_later,187.4914,0.824649,False,0.0,1.0,-1.0,0
440,tx_01810,bank_timeout,wallet,1,1510.01,1000-5000,33697.75,1,0,retry_later,1366.0057,0.879495,True,1510.01,1.0,1509.01,0
441,tx_03486,insufficient_funds,upi,2,207.2,100-500,4293.41,3,1,retry_later,127.8031,0.63901,True,207.2,1.0,206.2,0
442,tx_07419,insufficient_funds,card,1,236.28,100-500,6157.17,1,0,retry_later,186.3935,0.75738,True,236.28,1.0,235.28,0
443,tx_03141,bank_timeout,upi,3,1034.84,1000-5000,3011.98,7,4,retry_later,630.1926,0.565886,True,1034.84,1.0,1033.84,0
444,tx_09347,insufficient_funds,upi,1,526.32,500-1000,12608.95,0,1,retry_later,394.7607,0.739759,False,0.0,1.0,-1.0,0
445,tx_01324,insufficient_funds,upi,1,511.88,500-1000,2824.16,2,0,retry_later,399.3939,0.758858,True,511.88,1.0,510.88,0
446,tx_04312,soft_decline,netbanking,1,526.88,500-1000,4275.83,0,0,retry_later,379.4844,0.692916,True,526.88,1.0,525.88,0
447,tx_07494,expired_card,card,1,1004.56,1000-5000,18844.28,1,0,payment_method_update,903.1779,0.897647,True,1004.56,2.0,1002.56,1
448,tx_08702,insufficient_funds,mandate_nach,1,537.16,500-1000,8225.05,2,0,retry_later,431.5025,0.778757,True,537.16,1.0,536.16,0
449,tx_08691,customer_abandoned,upi,1,500.09,500-1000,7905.38,0,0,recovery_link,400.5107,0.811407,True,500.09,1.5,498.59,0
450,tx_09503,insufficient_funds,wallet,1,508.57,500-1000,2915.83,1,0,retry_later,388.1381,0.751691,True,508.57,1.0,507.57,0
451,tx_05541,expired_card,card,1,1527.77,1000-5000,47518.5,1,0,payment_method_update,1387.4189,0.89947,True,1527.77,2.0,1525.77,1
452,tx_06172,customer_abandoned,upi,1,5043.83,5000+,81643.63,0,0,recovery_link,4277.5109,0.844391,False,0.0,1.5,-1.5,0
453,tx_01540,repeated_failure,netbanking,1,1029.95,1000-5000,7096.31,2,0,escalate_human,703.4742,0.780157,True,1029.95,30.0,999.95,0
454,tx_09409,hard_decline,mandate_nach,3,1031.68,1000-5000,10509.42,14,4,payment_method_update,612.7624,0.505077,False,0.0,2.0,-2.0,1
455,tx_02681,customer_abandoned,upi,1,545.66,500-1000,5256.9,0,1,recovery_link,447.4537,0.823299,True,545.66,1.5,544.16,0
456,tx_09882,bank_timeout,upi,1,531.4,500-1000,12265.48,0,1,retry_later,453.1942,0.852948,True,531.4,1.0,530.4,0
457,tx_06313,invalid_payment_method,wallet,2,233.93,100-500,2712.89,5,2,payment_method_update,158.2843,0.761282,False,0.0,2.0,-2.0,1
458,tx_01191,insufficient_funds,upi,1,1019.47,1000-5000,9206.42,2,0,retry_later,766.7441,0.738179,True,1019.47,1.0,1018.47,0
459,tx_05293,insufficient_funds,card,1,1018.76,1000-5000,28113.53,2,0,retry_later,772.2367,0.762664,False,0.0,1.0,-1.0,0
460,tx_01542,repeated_failure,upi,2,231.39,100-500,4238.16,3,1,payment_method_update,120.9521,0.561206,True,231.39,2.0,229.39,0
461,tx_07056,repeated_failure,netbanking,2,199.08,100-500,518.63,5,2,escalate_human,87.9366,0.733918,True,199.08,30.0,169.08,0
462,tx_02539,insufficient_funds,card,1,5048.15,5000+,54035.67,1,0,retry_later,4148.6291,0.800469,True,5048.15,1.0,5047.15,0
463,tx_00953,unknown,netbanking,3,242.53,100-500,3202.97,12,4,recovery_link,58.9938,0.161449,False,0.0,1.5,-1.5,0
464,tx_07241,insufficient_funds,card,1,208.98,100-500,767.64,0,1,retry_later,151.4897,0.687618,True,208.98,1.0,207.98,0
465,tx_06731,soft_decline,card,1,1040.08,1000-5000,20939.6,2,0,retry_later,832.2734,0.737955,True,1040.08,1.0,1039.08,0
466,tx_04846,insufficient_funds,upi,1,1542.91,1000-5000,4759.2,2,0,retry_later,1103.1407,0.684003,False,0.0,1.0,-1.0,0
467,tx_06801,insufficient_funds,upi,2,501.06,500-1000,598.04,5,1,retry_later,313.847,0.649478,True,501.06,1.0,500.06,0
468,tx_08010,bank_timeout,netbanking,2,242.76,100-500,3873.58,4,1,retry_later,173.6429,0.755045,True,242.76,1.0,241.76,0
469,tx_04330,soft_decline,upi,1,244.96,100-500,8730.54,2,0,retry_later,191.5741,0.725765,False,0.0,1.0,-1.0,0
470,tx_08924,repeated_failure,upi,4,542.13,500-1000,10873.79,16,6,escalate_human,142.0787,0.329839,True,542.13,30.0,512.13,0
471,tx_05334,bank_timeout,upi,3,1525.9,1000-5000,27097.44,13,5,retry_later,957.5399,0.588258,True,1525.9,1.0,1524.9,0
472,tx_07330,hard_decline,upi,1,546.15,500-1000,1945.68,2,0,payment_method_update,433.7981,0.77351,True,546.15,2.0,544.15,1
473,tx_09348,insufficient_funds,netbanking,4,537.91,500-1000,2622.15,23,7,retry_later,112.6876,0.201609,False,0.0,1.0,-1.0,0
474,tx_04729,expired_card,card,1,509.83,500-1000,9140.28,1,0,payment_method_update,442.7372,0.868448,True,509.83,2.0,507.83,1
475,tx_06541,hard_decline,card,2,1535.05,1000-5000,10125.3,4,1,payment_method_update,1178.2879,0.745034,False,0.0,2.0,-2.0,1
476,tx_05305,bank_timeout,card,2,1534.47,1000-5000,18287.47,6,2,retry_later,1174.2659,0.746043,True,1534.47,1.0,1533.47,0
477,tx_05161,customer_abandoned,upi,2,1542.15,1000-5000,14819.15,5,1,recovery_link,1057.0847,0.725604,True,1542.15,1.5,1540.65,0
478,tx_07860,bank_timeout,mandate_nach,1,1033.06,1000-5000,2063.86,2,1,retry_later,893.1772,0.825986,True,1033.06,1.0,1032.06,0
479,tx_02156,customer_abandoned,netbanking,1,203.23,100-500,1004.24,0,1,recovery_link,139.2987,0.771564,False,0.0,1.5,-1.5,0
480,tx_01062,customer_abandoned,upi,2,534.57,500-1000,11188.95,4,1,recovery_link,404.2645,0.766376,True,534.57,1.5,533.07,0
481,tx_01167,bank_timeout,mandate_nach,2,1508.19,1000-5000,2992.1,6,3,retry_later,1241.8344,0.79246,True,1508.19,1.0,1507.19,0
482,tx_03636,bank_timeout,upi,2,499.01,100-500,7258.84,4,1,retry_later,376.1368,0.755264,True,499.01,1.0,498.01,0
483,tx_07651,hard_decline,card,4,2529.03,1000-5000,48156.08,23,7,payment_method_update,941.1707,0.295733,False,0.0,2.0,-2.0,1
484,tx_05588,soft_decline,upi,2,546.52,500-1000,9088.63,6,2,retry_later,360.6306,0.615146,True,546.52,1.0,545.52,0
485,tx_07192,bank_timeout,upi,1,1006.34,1000-5000,20654.72,1,0,retry_later,857.4891,0.851044,True,1006.34,1.0,1005.34,0
486,tx_04491,expired_card,card,3,220.37,100-500,4007.87,10,3,payment_method_update,163.8443,0.75364,False,0.0,2.0,-2.0,1
487,tx_07266,customer_abandoned,upi,1,504.84,500-1000,15563.31,1,1,recovery_link,418.2084,0.83743,True,504.84,1.5,503.34,0
488,tx_04980,soft_decline,upi,2,516.55,500-1000,8803.9,5,1,retry_later,339.063,0.604644,False,0.0,1.0,-1.0,0
489,tx_08335,insufficient_funds,card,3,531.15,500-1000,8735.32,13,4,retry_later,248.0829,0.458185,False,0.0,1.0,-1.0,0
490,tx_09952,insufficient_funds,card,1,236.16,100-500,3667.59,2,0,retry_later,181.1968,0.746999,True,236.16,1.0,235.16,0
491,tx_04946,bank_timeout,upi,1,229.17,100-500,8716.99,2,0,retry_later,199.6141,0.848277,True,229.17,1.0,228.17,0
492,tx_02782,bank_timeout,card,2,5037.8,5000+,33024.39,4,1,retry_later,4107.9057,0.803754,True,5037.8,1.0,5036.8,0
493,tx_00717,bank_timeout,netbanking,2,1535.83,1000-5000,16213.18,5,1,retry_later,1237.5556,0.825624,False,0.0,1.0,-1.0,0
494,tx_02502,insufficient_funds,upi,1,242.61,100-500,7076.24,0,0,retry_later,187.1032,0.755096,True,242.61,1.0,241.61,0
495,tx_04360,customer_abandoned,upi,2,1041.86,1000-5000,22100.03,3,1,recovery_link,678.9743,0.740282,True,1041.86,1.5,1040.36,0
496,tx_04171,hard_decline,upi,2,538.33,500-1000,17728.56,5,1,payment_method_update,408.3517,0.751858,True,538.33,2.0,536.33,1
497,tx_08082,unknown,wallet,2,1541.63,1000-5000,13621.59,6,3,recovery_link,742.3805,0.314517,True,1541.63,1.5,1540.13,0
498,tx_09760,soft_decline,netbanking,2,240.67,100-500,2871.48,6,2,retry_later,148.6353,0.616338,True,240.67,1.0,239.67,0
499,tx_00395,customer_abandoned,upi,1,10003.4,5000+,225801.66,0,0,recovery_link,8410.0558,0.818434,True,10003.4,1.5,10001.9,0
500,tx_07186,bank_timeout,upi,3,1014.29,1000-5000,8713.53,11,4,retry_later,636.0795,0.628574,False,0.0,1.0,-1.0,0
501,tx_09822,insufficient_funds,upi,1,1502.41,1000-5000,16273.23,0,0,retry_later,1128.8443,0.751565,True,1502.41,1.0,1501.41,0
502,tx_04492,insufficient_funds,mandate_nach,1,533.46,500-1000,2404.62,0,0,retry_later,435.6752,0.807809,True,533.46,1.0,532.46,0
503,tx_01365,invalid_payment_method,mandate_nach,1,1541.33,1000-5000,18600.4,1,0,payment_method_update,1314.3549,0.863533,True,1541.33,2.0,1539.33,1
504,tx_09526,customer_abandoned,upi,1,1528.26,1000-5000,32802.93,2,0,recovery_link,1193.1731,0.802159,True,1528.26,1.5,1526.76,0
505,tx_08787,bank_timeout,upi,1,519.09,500-1000,6084.79,0,0,retry_later,434.4386,0.828764,True,519.09,1.0,518.09,0
506,tx_05917,insufficient_funds,upi,3,537.91,500-1000,13905.42,13,4,retry_later,286.1893,0.526021,True,537.91,1.0,536.91,0
507,tx_04968,customer_abandoned,netbanking,1,1509.2,1000-5000,11558.93,0,1,recovery_link,1122.4922,0.81121,True,1509.2,1.5,1507.7,0
508,tx_02914,customer_abandoned,upi,1,1037.96,1000-5000,13929.65,2,0,recovery_link,812.9609,0.777584,True,1037.96,1.5,1036.46,0
509,tx_05644,bank_timeout,netbanking,1,530.06,500-1000,14017.01,1,0,retry_later,459.5902,0.861841,False,0.0,1.0,-1.0,0
510,tx_03766,repeated_failure,card,3,507.06,500-1000,8122.52,12,4,payment_method_update,251.29,0.444544,True,507.06,2.0,505.06,0
511,tx_03440,customer_abandoned,netbanking,1,526.06,500-1000,10234.69,0,0,recovery_link,375.8787,0.75619,True,526.06,1.5,524.56,0
512,tx_07357,expired_card,card,1,1528.82,1000-5000,34496.68,2,0,payment_method_update,1317.5189,0.874592,False,0.0,2.0,-2.0,1
513,tx_06806,soft_decline,card,4,525.38,500-1000,6087.5,15,6,retry_later,176.2517,0.24769,True,525.38,1.0,524.38,0
514,tx_02143,insufficient_funds,upi,1,528.08,500-1000,12781.05,0,0,retry_later,409.8313,0.758893,True,528.08,1.0,527.08,0
515,tx_05104,insufficient_funds,upi,1,505.32,500-1000,4212.56,0,0,retry_later,403.3461,0.780447,False,0.0,1.0,-1.0,0
516,tx_05073,hard_decline,card,4,517.82,500-1000,14431.9,24,7,payment_method_update,212.6347,0.305514,False,0.0,2.0,-2.0,1
517,tx_01571,bank_timeout,wallet,1,505.48,500-1000,13392.48,2,0,retry_later,428.6922,0.844862,True,505.48,1.0,504.48,0
518,tx_04079,soft_decline,card,1,527.34,500-1000,1631.52,0,0,retry_later,401.6574,0.6507,True,527.34,1.0,526.34,0
519,tx_01122,insufficient_funds,card,1,499.22,100-500,12748.38,1,0,retry_later,382.8989,0.762467,True,499.22,1.0,498.22,0
520,tx_02786,bank_timeout,card,1,516.8,500-1000,8702.82,0,0,retry_later,445.8548,0.819073,True,516.8,1.0,515.8,0
521,tx_02967,insufficient_funds,upi,1,530.61,500-1000,11781.33,1,0,retry_later,391.9331,0.751044,True,530.61,1.0,529.61,0
522,tx_02504,invalid_payment_method,card,1,527.97,500-1000,10108.04,0,0,payment_method_update,442.9669,0.857828,True,527.97,2.0,525.97,1
523,tx_05988,bank_timeout,upi,1,517.38,500-1000,1038.9,2,0,retry_later,439.7355,0.834626,True,517.38,1.0,516.38,0
524,tx_08867,insufficient_funds,card,1,503.86,500-1000,9048.16,2,1,retry_later,382.2832,0.738875,False,0.0,1.0,-1.0,0
525,tx_07164,expired_card,card,2,501.26,500-1000,16913.52,4,1,payment_method_update,417.328,0.842963,True,501.26,2.0,499.26,1
526,tx_00728,hard_decline,netbanking,1,5018.08,5000+,77428.08,1,0,escalate_human,3787.8651,0.750877,True,5018.08,30.0,4988.08,1
527,tx_07587,bank_timeout,upi,1,545.47,500-1000,4184.32,0,0,retry_later,483.0259,0.861847,True,545.47,1.0,544.47,0
528,tx_07543,bank_timeout,upi,2,1038.06,1000-5000,16342.28,4,2,retry_later,852.0923,0.824903,True,1038.06,1.0,1037.06,0
529,tx_00412,bank_timeout,upi,2,501.84,500-1000,15334.84,5,1,retry_later,395.7015,0.77642,True,501.84,1.0,500.84,0
530,tx_05745,insufficient_funds,upi,1,1515.71,1000-5000,5760.91,1,0,retry_later,1187.978,0.768629,True,1515.71,1.0,1514.71,0
531,tx_07668,soft_decline,card,1,1036.4,1000-5000,13185.4,2,1,retry_later,850.4679,0.761934,True,1036.4,1.0,1035.4,0
532,tx_00825,repeated_failure,card,2,536.58,500-1000,2611.21,4,1,payment_method_update,374.6072,0.661361,True,536.58,2.0,534.58,0
533,tx_03267,customer_abandoned,upi,2,1011.49,1000-5000,1091.65,6,2,recovery_link,662.0412,0.671136,True,1011.49,1.5,1009.99,0
534,tx_03974,bank_timeout,upi,1,1544.19,1000-5000,20235.23,1,0,retry_later,1327.7013,0.854265,True,1544.19,1.0,1543.19,0
535,tx_08808,insufficient_funds,netbanking,3,520.51,500-1000,15305.49,9,3,retry_later,241.9949,0.519995,False,0.0,1.0,-1.0,0
536,tx_08306,insufficient_funds,card,3,5028.56,5000+,54787.11,12,4,retry_later,2357.6913,0.451894,True,5028.56,1.0,5027.56,0
537,tx_00417,customer_abandoned,upi,1,2505.83,1000-5000,38559.7,0,1,recovery_link,2017.2252,0.815053,True,2505.83,1.5,2504.33,0
538,tx_06748,customer_abandoned,card,2,230.96,100-500,5366.18,6,3,recovery_link,117.1838,0.59471,True,230.96,1.5,229.46,0
539,tx_08967,soft_decline,card,2,1033.68,1000-5000,6488.21,3,1,retry_later,718.0811,0.642647,True,1033.68,1.0,1032.68,0
540,tx_02082,hard_decline,upi,3,1506.34,1000-5000,5777.83,9,3,payment_method_update,785.8622,0.562013,True,1506.34,2.0,1504.34,1
541,tx_08945,customer_abandoned,netbanking,1,225.85,100-500,1284.86,0,0,recovery_link,158.4574,0.772222,True,225.85,1.5,224.35,0
542,tx_03373,expired_card,card,2,520.57,500-1000,13582.58,6,2,payment_method_update,401.2197,0.818421,False,0.0,2.0,-2.0,1
543,tx_05726,insufficient_funds,upi,3,533.1,500-1000,10934.95,11,3,retry_later,207.2796,0.472572,True,533.1,1.0,532.1,0
544,tx_04107,customer_abandoned,upi,1,504.43,500-1000,1617.8,0,0,recovery_link,384.0034,0.740841,True,504.43,1.5,502.93,0
545,tx_04380,repeated_failure,card,1,502.27,500-1000,8115.04,1,0,payment_method_update,367.4371,0.724671,True,502.27,2.0,500.27,0
546,tx_07723,bank_timeout,upi,1,214.65,100-500,2812.55,0,1,retry_later,181.2525,0.825264,False,0.0,1.0,-1.0,0
547,tx_01066,insufficient_funds,mandate_nach,1,243.46,100-500,1255.03,1,0,retry_later,197.0107,0.799874,True,243.46,1.0,242.46,0
548,tx_03913,customer_abandoned,upi,1,543.28,500-1000,10904.51,1,0,recovery_link,397.659,0.767312,True,543.28,1.5,541.78,0
549,tx_05536,soft_decline,card,1,539.71,500-1000,10809.48,2,0,retry_later,422.2229,0.711217,True,539.71,1.0,538.71,0
550,tx_08002,insufficient_funds,wallet,1,1007.55,1000-5000,24954.12,1,0,retry_later,775.4577,0.760199,True,1007.55,1.0,1006.55,0
551,tx_05387,bank_timeout,upi,1,1514.75,1000-5000,32981.96,2,0,retry_later,1326.3315,0.852001,True,1514.75,1.0,1513.75,0
552,tx_05732,customer_abandoned,upi,3,517.2,500-1000,7616.92,11,3,recovery_link,258.0897,0.532537,True,517.2,1.5,515.7,0
553,tx_02738,bank_timeout,upi,2,244.97,100-500,1938.84,6,3,retry_later,181.0121,0.711109,True,244.97,1.0,243.97,0
554,tx_05052,insufficient_funds,card,1,502.65,500-1000,581.3,0,1,retry_later,379.1874,0.752413,True,502.65,1.0,501.65,0
555,tx_04000,unknown,card,1,1527.49,1000-5000,30485.1,2,0,payment_method_update,991.9233,0.434027,False,0.0,2.0,-2.0,0
556,tx_02427,bank_timeout,mandate_nach,1,2507.94,1000-5000,48273.6,2,1,retry_later,2263.9598,0.889273,False,0.0,1.0,-1.0,0
557,tx_06833,repeated_failure,netbanking,4,202.96,100-500,5305.27,15,6,recovery_link,34.7068,0.195564,False,0.0,1.5,-1.5,0
558,tx_01687,customer_abandoned,upi,1,1042.49,1000-5000,22944.13,1,0,recovery_link,816.4513,0.801708,True,1042.49,1.5,1040.99,0
559,tx_00851,bank_timeout,upi,4,1516.69,1000-5000,4503.92,20,7,retry_later,586.6075,0.317557,False,0.0,1.0,-1.0,0
560,tx_06303,soft_decline,upi,1,1031.62,1000-5000,12886.35,1,0,retry_later,832.861,0.758573,True,1031.62,1.0,1030.62,0
561,tx_09087,insufficient_funds,card,1,234.66,100-500,7514.38,2,1,retry_later,179.2701,0.745768,True,234.66,1.0,233.66,0
562,tx_05878,soft_decline,card,2,1045.98,1000-5000,10929.89,3,1,retry_later,718.4957,0.63439,True,1045.98,1.0,1044.98,0
563,tx_08527,bank_timeout,upi,2,1015.53,1000-5000,14085.27,6,3,retry_later,749.2297,0.729462,True,1015.53,1.0,1014.53,0
564,tx_02839,customer_abandoned,wallet,1,535.43,500-1000,4580.25,0,1,recovery_link,419.6806,0.776406,True,535.43,1.5,533.93,0
565,tx_04611,invalid_payment_method,upi,4,1025.0,1000-5000,15867.16,18,6,recovery_link,375.3526,0.402243,False,0.0,1.5,-1.5,1
566,tx_09540,invalid_payment_method,upi,1,1538.07,1000-5000,1451.63,0,0,recovery_link,1220.9046,0.8269,True,1538.07,1.5,1536.57,1
567,tx_09207,bank_timeout,netbanking,1,523.18,500-1000,1345.79,2,1,retry_later,418.7206,0.797843,True,523.18,1.0,522.18,0
568,tx_02489,insufficient_funds,upi,1,1511.34,1000-5000,20747.0,0,0,retry_later,990.993,0.731917,True,1511.34,1.0,1510.34,0
569,tx_06905,insufficient_funds,upi,1,1020.86,1000-5000,1121.45,2,0,retry_later,756.2488,0.74053,True,1020.86,1.0,1019.86,0
570,tx_07390,soft_decline,card,1,1531.9,1000-5000,33475.8,0,0,retry_later,1257.5892,0.751277,True,1531.9,1.0,1530.9,0
571,tx_02849,bank_timeout,card,1,1023.74,1000-5000,1087.53,2,0,retry_later,882.3486,0.834716,True,1023.74,1.0,1022.74,0
572,tx_06665,customer_abandoned,upi,1,509.03,500-1000,2143.21,2,0,recovery_link,396.2996,0.787906,True,509.03,1.5,507.53,0
573,tx_05881,bank_timeout,upi,3,508.76,500-1000,552.44,11,3,retry_later,319.5332,0.631182,False,0.0,1.0,-1.0,0
574,tx_04452,insufficient_funds,upi,1,499.37,100-500,5104.11,2,0,retry_later,365.3556,0.714474,True,499.37,1.0,498.37,0
575,tx_07421,repeated_failure,card,1,540.38,500-1000,19476.92,2,0,payment_method_update,424.1679,0.723174,True,540.38,2.0,538.38,0
576,tx_06484,insufficient_funds,wallet,1,544.04,500-1000,8395.83,2,0,retry_later,417.9252,0.758728,True,544.04,1.0,543.04,0
577,tx_02479,unknown,card,1,518.02,500-1000,4352.98,2,0,payment_method_update,335.5714,0.413609,True,518.02,2.0,516.02,0
578,tx_06617,insufficient_funds,mandate_nach,2,10012.92,5000+,112306.25,6,3,retry_later,6834.5351,0.675084,False,0.0,1.0,-1.0,0
579,tx_02141,soft_decline,card,3,1524.9,1000-5000,45479.24,8,3,retry_later,874.0288,0.472262,False,0.0,1.0,-1.0,0
